age,country,employment,remotework,orgsize,comptotal,jobsat,convertedcompyearly,industry
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,20 to 99 employees,52000.0,8.0,66242.0,"Internet, Telecomm or Information Services"
55-64 years old,Belgium,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,96000.0,5.0,103110.0,Other:
45-54 years old,Colombia,"Employed, full-time",Remote,10 to 19 employees,30000.0,6.0,30000.0,Fintech
45-54 years old,United States of America,"Employed, full-time",Remote,500 to 999 employees,175000.0,4.0,175000.0,"Transportation, or Supply Chain"
25-34 years old,Tunisia,"Employed, full-time",In-person,20 to 99 employees,21000.0,5.0,6715.0,Software Development
45-54 years old,United States of America,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"1,000 to 4,999 employees",115000.0,8.0,115000.0,"Internet, Telecomm or Information Services"
25-34 years old,United States of America,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"10,000 or more employees",135000.0,7.0,135000.0,Higher Education
25-34 years old,Canada,"Employed, full-time",Remote,20 to 99 employees,195000.0,10.0,141751.0,Software Development
35-44 years old,United States of America,"Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,200000.0,1.0,200000.0,Software Development
45-54 years old,Canada,"Employed, full-time",Remote,100 to 499 employees,180000.0,9.0,130847.0,"Internet, Telecomm or Information Services"
25-34 years old,United States of America,"Employed, full-time",Remote,10 to 19 employees,110000.0,7.0,110000.0,Software Development
25-34 years old,India,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,3500000.0,8.0,41872.0,Software Development
35-44 years old,United States of America,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"5,000 to 9,999 employees",125000.0,8.0,125000.0,Government
35-44 years old,United States of America,"Employed, part-time",Remote,"5,000 to 9,999 employees",90000.0,4.0,90000.0,Software Development
18-24 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",85000.0,2.0,85000.0,Government
25-34 years old,Canada,"Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,120000.0,10.0,120000.0,Software Development
25-34 years old,Bulgaria,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",84000.0,2.0,46135.0,"Transportation, or Supply Chain"
55-64 years old,United States of America,"Employed, full-time",Remote,"1,000 to 4,999 employees",165000.0,7.0,165000.0,Software Development
35-44 years old,Canada,"Employed, full-time",Remote,100 to 499 employees,160000.0,8.0,116309.0,Software Development
25-34 years old,Netherlands,"Employed, full-time",In-person,100 to 499 employees,65000.0,10.0,69814.0,Software Development
25-34 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,90000.0,8.0,90000.0,Retail and Consumer Services
35-44 years old,United States of America,"Employed, full-time",Remote,500 to 999 employees,80000.0,10.0,80000.0,Banking/Financial Services
35-44 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,135000.0,7.0,135000.0,Other:
55-64 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,120000.0,10.0,120000.0,Healthcare
55-64 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,186000.0,5.0,186000.0,Fintech
25-34 years old,United States of America,"Employed, full-time",Remote,10 to 19 employees,70000.0,7.0,70000.0,Fintech
35-44 years old,Switzerland,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,150000.0,4.0,167125.0,Other:
45-54 years old,Sweden,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"1,000 to 4,999 employees",720000.0,6.0,68677.0,Fintech
35-44 years old,United States of America,"Employed, full-time",In-person,100 to 499 employees,64000.0,2.0,64000.0,Manufacturing
25-34 years old,Lithuania,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,63000.0,8.0,67666.0,Software Development
25-34 years old,Brazil,"Employed, full-time",Remote,10 to 19 employees,2600.0,3.0,485.0,Software Development
25-34 years old,United States of America,"Independent contractor, freelancer, or self-employed;Student, part-time","Hybrid (some remote, some in-person)",20 to 99 employees,120000.0,10.0,120000.0,Software Development
45-54 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",100000.0,8.0,100000.0,"Transportation, or Supply Chain"
35-44 years old,Canada,"Employed, full-time",Remote,10 to 19 employees,150000.0,6.0,109039.0,Healthcare
18-24 years old,Viet Nam,"Employed, full-time",In-person,100 to 499 employees,11500000.0,6.0,452.0,Software Development
55-64 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t know,125000.0,3.0,125000.0,Other:
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",92000.0,3.0,117197.0,Banking/Financial Services
35-44 years old,Brazil,"Employed, full-time",Remote,I don’t know,180000.0,7.0,33568.0,Software Development
25-34 years old,France,"Student, part-time;Employed, part-time",In-person,20 to 99 employees,20000.0,6.0,21481.0,Software Development
45-54 years old,Sweden,"Employed, full-time",In-person,20 to 99 employees,600000.0,6.0,57230.0,Software Development
18-24 years old,Germany,"Employed, full-time",Remote,500 to 999 employees,52000.0,3.0,55851.0,Software Development
25-34 years old,Canada,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,45000.0,10.0,32712.0,Software Development
25-34 years old,Kenya,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,20000.0,6.0,155.0,Retail and Consumer Services
25-34 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,305000.0,8.0,305000.0,Other:
45-54 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,140000.0,7.0,140000.0,Other:
35-44 years old,Russian Federation,"Employed, full-time",Remote,"5,000 to 9,999 employees",5400000.0,6.0,60504.0,Software Development
18-24 years old,Canada,"Employed, full-time",Remote,10 to 19 employees,175000.0,10.0,127213.0,Computer Systems Design and Services
35-44 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,95000.0,8.0,102036.0,Software Development
25-34 years old,Austria,"Employed, part-time",Remote,10 to 19 employees,55000.0,7.0,59073.0,Software Development
25-34 years old,India,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",2250000.0,6.0,26918.0,"Internet, Telecomm or Information Services"
35-44 years old,Germany,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",20 to 99 employees,90000.0,8.0,96666.0,Software Development
25-34 years old,Austria,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","10,000 or more employees",70000.0,9.0,75184.0,Software Development
25-34 years old,"Venezuela, Bolivarian Republic of...","Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,6000.0,8.0,6000.0,Software Development
25-34 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,160000.0,10.0,160000.0,Healthcare
35-44 years old,Hungary,"Employed, full-time;Student, part-time",Remote,100 to 499 employees,3600000.0,1.0,9783.0,Computer Systems Design and Services
25-34 years old,Yemen,"Employed, full-time",In-person,20 to 99 employees,6000.0,8.0,1600.0,Software Development
25-34 years old,United States of America,"Employed, full-time",Remote,2 to 9 employees,140000.0,8.0,140000.0,Retail and Consumer Services
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",60000.0,7.0,64444.0,Software Development
25-34 years old,Canada,"Employed, full-time",In-person,"1,000 to 4,999 employees",71000.0,6.0,51612.0,"Internet, Telecomm or Information Services"
35-44 years old,United States of America,"Employed, full-time",Remote,"10,000 or more employees",200000.0,6.0,200000.0,Banking/Financial Services
35-44 years old,Canada,"Employed, full-time",Remote,20 to 99 employees,137000.0,9.0,99589.0,Software Development
25-34 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",180000.0,7.0,180000.0,"Transportation, or Supply Chain"
45-54 years old,Russian Federation,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,500 to 999 employees,6500000.0,10.0,72829.0,Fintech
35-44 years old,United States of America,"Employed, full-time",Remote,10 to 19 employees,200000.0,5.0,200000.0,Software Development
35-44 years old,United States of America,"Employed, full-time",Remote,20 to 99 employees,332712.0,9.0,332712.0,Software Development
25-34 years old,Canada,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,100 to 499 employees,225000.0,8.0,163559.0,Software Development
45-54 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",170000.0,8.0,170000.0,Government
45-54 years old,Netherlands,"Independent contractor, freelancer, or self-employed",Remote,"1,000 to 4,999 employees",200000.0,7.0,214812.0,Government
25-34 years old,United States of America,"Employed, full-time",Remote,500 to 999 employees,86000.0,8.0,86000.0,Government
25-34 years old,Uruguay,"Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)",100 to 499 employees,1560000.0,5.0,40094.0,Software Development
35-44 years old,Ukraine,"Employed, full-time",Remote,500 to 999 employees,70000.0,7.0,1728.0,Software Development
35-44 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,152000.0,7.0,152000.0,Software Development
25-34 years old,United States of America,"Employed, full-time",In-person,"10,000 or more employees",125000.0,6.0,125000.0,Other:
25-34 years old,Brazil,"Employed, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",235000.0,8.0,43824.0,Banking/Financial Services
25-34 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,118000.0,4.0,118000.0,Software Development
25-34 years old,United States of America,"Employed, full-time",Remote,2 to 9 employees,105000.0,8.0,105000.0,Healthcare
45-54 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,75000.0,8.0,75000.0,Higher Education
35-44 years old,United States of America,"Employed, full-time",Remote,10 to 19 employees,175000.0,7.0,175000.0,Computer Systems Design and Services
55-64 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,110000.0,7.0,110000.0,Software Development
18-24 years old,Jamaica,"Employed, full-time;Student, full-time",Remote,10 to 19 employees,960000.0,7.0,6168.0,Software Development
25-34 years old,Canada,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,175000.0,8.0,127213.0,Software Development
25-34 years old,Brazil,"Employed, full-time",Remote,100 to 499 employees,130000.0,8.0,24243.0,Other:
35-44 years old,Germany,"Employed, full-time",Remote,"1,000 to 4,999 employees",76000.0,9.0,81629.0,Retail and Consumer Services
25-34 years old,Brazil,"Employed, full-time;Student, part-time",Remote,"10,000 or more employees",235000.0,7.0,43824.0,Software Development
25-34 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,169000.0,6.0,169000.0,Government
25-34 years old,United States of America,"Employed, full-time",In-person,"1,000 to 4,999 employees",101000.0,5.0,101000.0,Government
25-34 years old,Brazil,"Employed, full-time",Remote,20 to 99 employees,370000.0,9.0,69000.0,"Internet, Telecomm or Information Services"
35-44 years old,United States of America,"Employed, full-time",Remote,"5,000 to 9,999 employees",140000.0,7.0,140000.0,Other:
18-24 years old,Russian Federation,"Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",5100000.0,8.0,57143.0,Fintech
35-44 years old,Germany,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,20 to 99 employees,90000.0,3.0,96666.0,Fintech
18-24 years old,Portugal,"Employed, full-time;Student, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",25000.0,5.0,26852.0,Manufacturing
25-34 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",147000.0,7.0,147000.0,"Internet, Telecomm or Information Services"
25-34 years old,Brazil,"Employed, full-time",Remote,"5,000 to 9,999 employees",225000.0,6.0,41960.0,Government
25-34 years old,United States of America,"Employed, full-time",In-person,10 to 19 employees,80000.0,8.0,80000.0,Software Development
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,120000.0,5.0,152865.0,Software Development
